Date,Time,Transaction Details,Transaction ID,UTR No,Type,Amount,Category,Year,Month
"Jul 13, 2026",07:55 PM,Paid to BMTC,AT0222607131955326808000651,522311239367,Debit,6.0,Transport & Fuel,2026,2026-07
"Jul 14, 2026",09:36 PM,Paid to PIZZA HUT,T2607142136059777480299,403157849423,Debit,129.0,Food & Dining,2026,2026-07
"Jul 15, 2026",09:08 AM,Paid to CHAITHRA CONDIMENTS,AC222607150908146346002777,865859538412,Debit,10.0,Groceries & Essentials,2026,2026-07
"Jul 15, 2026",01:29 PM,Paid to SAGAYA RAJ,AC222607151328568577914644,201601998189,Debit,40.0,Groceries & Essentials,2026,2026-07
"Jul 15, 2026",08:55 PM,Paid to BMTC,AT0222607152055250176432031,833973834019,Debit,6.0,Transport & Fuel,2026,2026-07
"Jul 16, 2026",09:13 AM,Paid to BMTC,AT0222607160913352309791313,488760998399,Debit,6.0,Transport & Fuel,2026,2026-07
"Jul 16, 2026",01:33 PM,Paid to SAGAYA RAJ,AC232607161333367197725340,660791469587,Debit,120.0,Groceries & Essentials,2026,2026-07
"Jul 16, 2026",01:35 PM,Paid to Nandhini Shopee No 514,AC232607161335149069502311,709350245875,Debit,20.0,Groceries & Essentials,2026,2026-07
"Jul 17, 2026",01:26 PM,Paid to SAGAYA RAJ,AC232607171326429519410466,286448255824,Debit,55.0,Groceries & Essentials,2026,2026-07
"Jul 17, 2026",01:28 PM,Paid to Nandhini Shopee No 514,AC232607171328377756403029,666814406935,Debit,10.0,Groceries & Essentials,2026,2026-07
"Jul 17, 2026",07:48 PM,Paid to BMTC,AT0222607171948201043067693,666029982283,Debit,6.0,Transport & Fuel,2026,2026-07
"Jul 17, 2026",08:04 PM,Paid to Manglore fresh,AC232607172004013659540088,303893545219,Debit,55.0,Groceries & Essentials,2026,2026-07
"Jul 17, 2026",08:10 PM,Paid to OLIVE MART,AC232607172010119089540617,666189540253,Debit,150.0,Groceries & Essentials,2026,2026-07
"Jul 17, 2026",08:11 PM,Paid to OLIVE MART,AC232607172011390329410626,77151943780,Debit,15.0,Groceries & Essentials,2026,2026-07
"Jul 17, 2026",08:25 PM,Paid to J AND B KITCHEN,AC232607172025379096950445,126018381298,Debit,100.0,Food & Dining,2026,2026-07
"Jul 20, 2026",01:27 PM,Paid to Shaad ki Biryani Park,AC232607201327117019818794,871485580888,Debit,70.0,Food & Dining,2026,2026-07
"Jul 20, 2026",06:26 PM,Paid to BMTC,AT0222607201826369968409208,177570247988,Debit,12.0,Transport & Fuel,2026,2026-07
"Jul 21, 2026",09:12 AM,Paid to BMTC,AT0222607210912016378367374,218703534570,Debit,6.0,Transport & Fuel,2026,2026-07
"Jul 21, 2026",01:31 PM,Paid to SAGAYA RAJ,AC232607211331423952517764,234815050663,Debit,120.0,Groceries & Essentials,2026,2026-07
"Jul 21, 2026",01:34 PM,Paid to Nandhini Shopee No 514,AC232607211334121815442695,63468803660,Debit,10.0,Groceries & Essentials,2026,2026-07
